OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Kidney,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Pancreas,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Liver,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Intestine,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Heart,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,Children's Hospital Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHCM,3333 Burnet Ave,Cincinnati,45229,Lung,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45229,-84.50037504,39.14137205,10/25/2018,10/25/2018
Life Connection of Ohio,University of Toledo Medical Center, Kidney,36P001,3661 Briarfield Blvd Ste 105,Maumee,OH,43537-9102,419-893-4891,OHCO,3000 Arlington Ave,Toledo,43614,Kidney,5,Region 5,Ohio,OH,39,39095,"Lucas County, OH","Toledo, OH",Ohio District 09,115,3909,43614,-83.61611185,41.62117649,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Kidney,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Pancreas,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Pancreas Islet,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Liver,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Heart,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Lung,5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
Lifeline of Ohio,Ohio State University Medical Center," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",36P005,770 Kinnear Rd Ste 200,Columbus,OH,43212-1472,614-291-5667,OHOU,410 W 10th Ave,Columbus,43210,Vascularized Composite Allograft (VCA),5,Region 5,Ohio,OH,39,39049,"Franklin County, OH","Columbus, OH",Ohio District 03,115,3903,43210,-83.01753508,39.99417123,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,The Christ Hospital, Kidney,36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHTC,2139 Auburn Ave,Cincinnati,45219,Kidney,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45219,-84.50859341,39.12096505,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,University of Cincinnati  Medical Center," Heart, Kidney, Liver, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHUC,234 Goodman St,Cincinnati,45219,Kidney,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45219,-84.50239803,39.13677139,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,University of Cincinnati  Medical Center," Heart, Kidney, Liver, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHUC,234 Goodman St,Cincinnati,45219,Pancreas,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45219,-84.50239803,39.13677139,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,University of Cincinnati  Medical Center," Heart, Kidney, Liver, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHUC,234 Goodman St,Cincinnati,45219,Liver,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45219,-84.50239803,39.13677139,10/25/2018,10/25/2018
LifeCenter Organ Donor Network,University of Cincinnati  Medical Center," Heart, Kidney, Liver, Pancreas",36P003,615 Elsinore Pl Ste 400,Cincinnati,OH,45202-1475,513-558-5555,OHUC,234 Goodman St,Cincinnati,45219,Heart,5,Region 5,Ohio,OH,39,39061,"Hamilton County, OH","Cincinnati, OH",Ohio District 01,115,3901,45219,-84.50239803,39.13677139,10/25/2018,10/25/2018
Lifebanc,University Hospitals of Cleveland," Heart, Kidney, Liver, Lung, Pancreas",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHUH,11100 Euclid Ave,Cleveland,44106,Kidney,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44106,-81.60720154,41.50736521,10/25/2018,10/25/2018
Lifebanc,University Hospitals of Cleveland," Heart, Kidney, Liver, Lung, Pancreas",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHUH,11100 Euclid Ave,Cleveland,44106,Pancreas,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44106,-81.60720154,41.50736521,10/25/2018,10/25/2018
Lifebanc,University Hospitals of Cleveland," Heart, Kidney, Liver, Lung, Pancreas",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHUH,11100 Euclid Ave,Cleveland,44106,Liver,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44106,-81.60720154,41.50736521,10/25/2018,10/25/2018
Lifebanc,University Hospitals of Cleveland," Heart, Kidney, Liver, Lung, Pancreas",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHUH,11100 Euclid Ave,Cleveland,44106,Heart,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44106,-81.60720154,41.50736521,10/25/2018,10/25/2018
Lifebanc,University Hospitals of Cleveland," Heart, Kidney, Liver, Lung, Pancreas",36P002,4775 Richmond Rd,Cleveland,OH,44128-5919,216-752-5433,OHUH,11100 Euclid Ave,Cleveland,44106,Lung,5,Region 5,Ohio,OH,39,39035,"Cuyahoga County, OH","Cleveland, OH",Ohio District 11,115,3911,44106,-81.60720154,41.50736521,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Kidney,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Pancreas,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Liver,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Intestine,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Heart,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Integris Baptist Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKBC,3300 NW Expressway,Oklahoma City,73112,Lung,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73112,-97.57524538,35.53023208,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Children's Hospital of Oklahoma, Kidney,37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKCM,1200 Everett Dr,Oklahoma City,73104,Kidney,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73104,-97.49617307,35.4802635,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,OU Medical Center," Kidney, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKMD,1200 Everett Dr,Oklahoma City,73104,Kidney,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73104,-97.49617307,35.4802635,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,OU Medical Center," Kidney, Pancreas",37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKMD,1200 Everett Dr,Oklahoma City,73104,Pancreas,6,Region 6,Oklahoma,OK,40,40109,"Oklahoma County, OK","Oklahoma City, OK",Oklahoma District 05,115,4005,73104,-97.49617307,35.4802635,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,Saint Francis Hospital, Kidney,37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKSF,6161 S Yale Ave,Tulsa,74136,Kidney,6,Region 6,Oklahoma,OK,40,40143,"Tulsa County, OK","Tulsa, OK",Oklahoma District 01,115,4001,74136,-95.92206598,36.073197,10/25/2018,10/25/2018
LifeShare Transplant Donor Services of Oklahoma,St John Medical Center, Kidney,37P002,4705 NW Expressway,Oklahoma City,OK,73132-5213,405-840-5551,OKSJ,1923 S Utica Ave,Tulsa,74104,Kidney,6,Region 6,Oklahoma,OK,40,40143,"Tulsa County, OK","Tulsa, OK",Oklahoma District 01,115,4001,74104,-95.96719997,36.13421658,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,Legacy Good Samaritan Hospital and Medical Center, Kidney,38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORGS,1015 NW 22nd Ave,Portland,97210,Kidney,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 01,115,4101,97210,-122.696631,45.53024479,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,Oregon Health and Science University," Heart, Kidney, Liver, Pancreas",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORUO,3181 SW Sam Jackson Park Rd,Portland,97239,Kidney,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6851758,45.49973678,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,Oregon Health and Science University," Heart, Kidney, Liver, Pancreas",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORUO,3181 SW Sam Jackson Park Rd,Portland,97239,Pancreas,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6851758,45.49973678,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,Oregon Health and Science University," Heart, Kidney, Liver, Pancreas",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORUO,3181 SW Sam Jackson Park Rd,Portland,97239,Liver,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6851758,45.49973678,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,Oregon Health and Science University," Heart, Kidney, Liver, Pancreas",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORUO,3181 SW Sam Jackson Park Rd,Portland,97239,Heart,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6851758,45.49973678,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,VA Portland Health Care System," Kidney, Liver",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORVA,3710 SW US Veterans Hospital Rd,Portland,97239,Kidney,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6834869,45.49656707,10/25/2018,10/25/2018
Pacific Northwest Transplant Bank,VA Portland Health Care System," Kidney, Liver",38P001,2611 SW 3rd Ave Ste 320,Portland,OR,97201-4943,503-494-5560,ORVA,3710 SW US Veterans Hospital Rd,Portland,97239,Liver,10,Region 10,Oregon,OR,41,41051,"Multnomah County, OR","Portland, OR",Oregon District 03,115,4103,97239,-122.6834869,45.49656707,10/25/2018,10/25/2018
Gift of Life Donor Program,Albert Einstein Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,PAAE,5401 Old York Rd,Philadelphia,19141,Kidney,3,Region 3,Pennsylvania,PA,42,42101,"Philadelphia County, PA","Philadelphia, PA",Pennsylvania District 02,115,4202,19141,-75.14472068,40.03517094,10/25/2018,10/25/2018
Gift of Life Donor Program,Albert Einstein Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,PAAE,5401 Old York Rd,Philadelphia,19141,Pancreas,3,Region 3,Pennsylvania,PA,42,42101,"Philadelphia County, PA","Philadelphia, PA",Pennsylvania District 02,115,4202,19141,-75.14472068,40.03517094,10/25/2018,10/25/2018
Gift of Life Donor Program,Albert Einstein Medical Center," Kidney, Liver, Pancreas",39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,PAAE,5401 Old York Rd,Philadelphia,19141,Liver,3,Region 3,Pennsylvania,PA,42,42101,"Philadelphia County, PA","Philadelphia, PA",Pennsylvania District 02,115,4202,19141,-75.14472068,40.03517094,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Allegheny General Hospital," Heart, Kidney, Liver, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PAAG,320 E North Ave,Pittsburgh,15212,Kidney,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15212,-80.00338914,40.45610117,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Allegheny General Hospital," Heart, Kidney, Liver, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PAAG,320 E North Ave,Pittsburgh,15212,Pancreas,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15212,-80.00338914,40.45610117,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Allegheny General Hospital," Heart, Kidney, Liver, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PAAG,320 E North Ave,Pittsburgh,15212,Liver,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15212,-80.00338914,40.45610117,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Allegheny General Hospital," Heart, Kidney, Liver, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PAAG,320 E North Ave,Pittsburgh,15212,Heart,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15212,-80.00338914,40.45610117,10/25/2018,10/25/2018
Gift of Life Donor Program,Crozer-Chester Medical Center, Kidney,39P001,401 N 3rd St,Philadelphia,PA,19123-4106,215-557-8090,PACC,1 Medical Center Blvd,Chester,19013,Kidney,3,Region 3,Pennsylvania,PA,42,42045,"Delaware County, PA","Chester, PA",Pennsylvania District 01,115,4201,19013,-75.36861828,39.85612193,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Children's Hospital of Pittsburgh of UPMC," Heart, Intestine, Kidney, Liver, Lung, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PACH,4401 Penn Ave,Pittsburgh,15224,Kidney,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15224,-79.95288863,40.46608029,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Children's Hospital of Pittsburgh of UPMC," Heart, Intestine, Kidney, Liver, Lung, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PACH,4401 Penn Ave,Pittsburgh,15224,Pancreas,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15224,-79.95288863,40.46608029,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Children's Hospital of Pittsburgh of UPMC," Heart, Intestine, Kidney, Liver, Lung, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PACH,4401 Penn Ave,Pittsburgh,15224,Liver,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15224,-79.95288863,40.46608029,10/25/2018,10/25/2018
Center for Organ Recovery and Education,Children's Hospital of Pittsburgh of UPMC," Heart, Intestine, Kidney, Liver, Lung, Pancreas",39P002,204 Sigma Dr,Pittsburgh,PA,15238,412-963-3550,PACH,4401 Penn Ave,Pittsburgh,15224,Intestine,3,Region 3,Pennsylvania,PA,42,42003,"Allegheny County, PA","Pittsburgh, PA",Pennsylvania District 14,115,4214,15224,-79.95288863,40.46608029,10/25/2018,10/25/2018
